%time,field.header.seq,field.header.stamp,field.header.frame_id,field.lat,field.lon,field.alt,field.utm_east,field.utm_north,field.fix,field.zone_num,field.zone_letter
1582824813839406718,2041,1582824813830635070,,42.3374126133,-71.087075165,1.284,328065.919933,4689349.38411,5,19,T
1582824814734365248,2042,1582824814729621887,,42.3374127483,-71.0870747467,1.268,328065.954765,4689349.39825,5,19,T
1582824815631173683,2043,1582824815627742052,,42.3374127967,-71.0870744617,1.26,328065.978376,4689349.40304,5,19,T
1582824816532188373,2044,1582824816531721115,,42.337412885,-71.0870741133,1.255,328066.007314,4689349.41215,5,19,T
1582824817429444904,2045,1582824817425637006,,42.3374131,-71.087073575,1.242,328066.05225,4689349.43493,5,19,T
1582824818329954055,2046,1582824818326256990,,42.3374131567,-71.0870732833,1.242,328066.076433,4689349.44064,5,19,T
1582824819222444898,2047,1582824819221878051,,42.3374131983,-71.0870729767,1.237,328066.101811,4689349.44464,5,19,T
1582824820330525674,2048,1582824820326942920,,42.3374132867,-71.0870727117,1.238,328066.123883,4689349.45392,5,19,T
1582824821230187560,2049,1582824821226547002,,42.337413305,-71.0870721967,1.221,328066.166361,4689349.45491,5,19,T
1582824822125097895,2050,1582824822124865055,,42.337413335,-71.0870719667,1.224,328066.185391,4689349.45778,5,19,T
1582824823031296338,2051,1582824823027780055,,42.33741341,-71.08707169,1.225,328066.208388,4689349.46555,5,19,T
1582824824132161544,2052,1582824824127129077,,42.33741346,-71.0870714067,1.226,328066.231866,4689349.47053,5,19,T
1582824825231189985,2053,1582824825227380037,,42.3374135467,-71.08707079,1.2,328066.282906,4689349.4789,5,19,T
1582824826329736668,2054,1582824826326191902,,42.337413575,-71.087070515,1.21,328066.305639,4689349.48149,5,19,T
1582824827429929436,2055,1582824827424988985,,42.3374136033,-71.08707034,1.223,328066.320133,4689349.48428,5,19,T
1582824828330396794,2056,1582824828326698064,,42.3374136217,-71.08707013,1.234,328066.337484,4689349.4859,5,19,T
1582824829235252520,2057,1582824829225997924,,42.33741363,-71.0870698817,1.249,328066.357965,4689349.48632,5,19,T
1582824830122110555,2058,1582824830121866941,,42.3374136383,-71.0870697183,1.264,328066.371444,4689349.48691,5,19,T
1582824831025015300,2059,1582824831023881912,,42.337413675,-71.0870694083,1.264,328066.397083,4689349.49036,5,19,T
1582824831928389292,2060,1582824831924863100,,42.3374137033,-71.08706916,1.277,328066.417619,4689349.493,5,19,T
1582824832829349863,2061,1582824832825834035,,42.3374137383,-71.0870689217,1.283,328066.437349,4689349.49641,5,19,T
1582824833729840121,2062,1582824833726208925,,42.3374137717,-71.087068705,1.294,328066.455289,4689349.49967,5,19,T
1582824834830816707,2063,1582824834827315092,,42.3374138217,-71.0870684233,1.303,328066.478631,4689349.50465,5,19,T
1582824835742119993,2064,1582824835730892896,,42.33741384,-71.0870680117,1.302,328066.512595,4689349.50586,5,19,T
1582824836641278223,2065,1582824836629086971,,42.3374138083,-71.087067905,1.332,328066.521296,4689349.50212,5,19,T
1582824837535441158,2066,1582824837530342102,,42.3374137867,-71.0870677767,1.35,328066.53181,4689349.49946,5,19,T
1582824838433317028,2067,1582824838429462909,,42.3374137517,-71.087067615,1.367,328066.545033,4689349.49525,5,19,T
1582824839331045124,2068,1582824839327446937,,42.3374137517,-71.0870673983,1.382,328066.562883,4689349.49481,5,19,T
1582824840230321475,2069,1582824840226541042,,42.3374137083,-71.0870672833,1.406,328066.572239,4689349.48976,5,19,T
1582824841130693901,2070,1582824841127079963,,42.3374127217,-71.087056575,2.612,328067.451744,4689349.35855,5,19,T
1582824842040785149,2071,1582824842029561996,,42.337412715,-71.0870563533,2.61,328067.469987,4689349.35736,5,19,T
1582824842932553320,2072,1582824842925915956,,42.3374127433,-71.08705614,2.613,328067.48764,4689349.36008,5,19,T
1582824844029695432,2073,1582824844026129961,,42.337412725,-71.08705597,2.616,328067.501595,4689349.3577,5,19,T
1582824845122445923,2074,1582824845122200012,,42.3374128467,-71.0870558917,2.612,328067.50838,4689349.37105,5,19,T
1582824846226813272,2075,1582824846225235939,,42.3374129017,-71.0870557133,2.609,328067.523222,4689349.37679,5,19,T
1582824847330155843,2076,1582824847325622081,,42.3374130033,-71.0870556667,2.613,328067.527343,4689349.38799,5,19,T
1582824848428966905,2077,1582824848425441980,,42.3374130667,-71.087055815,2.649,328067.515296,4689349.39532,5,19,T
1582824849531296912,2078,1582824849527373075,,42.3374131017,-71.0870557067,2.658,328067.524316,4689349.39899,5,19,T
1582824850428588589,2079,1582824850424956083,,42.3374131717,-71.0870555733,2.656,328067.535491,4689349.40649,5,19,T
1582824851330069949,2080,1582824851326734066,,42.3374133167,-71.0870553367,2.645,328067.555384,4689349.42212,5,19,T
1582824852229339040,2081,1582824852225745916,,42.3374133717,-71.0870554167,2.659,328067.548943,4689349.42838,5,19,T
1582824853133025154,2082,1582824853129209995,,42.33741342,-71.087055235,2.655,328067.564041,4689349.43338,5,19,T
1582824854029880393,2083,1582824854026304006,,42.3374135483,-71.087055415,2.697,328067.549562,4689349.448,5,19,T
